plantID,mother,father,type,generation,crossID,ancestors
F2.32.082,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.082
F2.32.083,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.083
F2.32.084,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.084
F2.32.085,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.085
F2.32.086,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.086
F2.32.087,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.087
F2.32.088,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.088
F2.32.089,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.089
F2.32.090,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.090
F2.32.091,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.091
F2.32.092,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.092
F2.32.093,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.093
F2.32.094,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.094
F2.32.095,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.095
F2.32.096,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.096
F2.32.097,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.097
F2.32.098,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.098
F2.32.099,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.099
F2.32.100,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.100
F2.32.101,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.101
F2.32.102,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.102
F2.32.103,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.103
F2.32.104,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.104
F2.32.105,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.105
F2.32.106,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.106
F2.32.107,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.107
F2.32.108,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.108
F2.32.109,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.109
F2.32.110,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.110
F2.32.111,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.111
F2.32.112,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.112
F2.32.113,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.113
F2.32.114,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.114
F2.32.115,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.115
F2.32.116,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.116
F2.32.117,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.117
F2.32.118,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.118
F2.32.119,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.119
F2.32.120,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.120
F2.32.121,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.121
F2.32.122,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.122
F2.32.123,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.123
F2.32.124,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.124
F2.32.125,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.125
F2.32.126,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.126
F2.32.127,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.127
F2.32.128,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.128
F2.32.129,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.129
F2.32.130,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.130
F2.32.131,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.131
F2.32.132,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.132
F2.32.133,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.133
F2.32.134,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.134
F2.32.135,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.135
F2.32.136,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.136
F2.32.137,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.137
F2.32.138,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.138
F2.32.139,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.139
F2.32.140,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.140
F2.32.141,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.141
F2.32.142,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.142
F2.32.143,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.143
F2.32.144,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.144
F2.32.145,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.145
F2.32.146,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.146
F2.32.147,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.147
F2.32.148,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.148
F2.32.149,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.149
F2.32.150,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.150
F2.32.151,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.151
F2.32.152,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.152
F2.32.153,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.153
F2.32.154,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.154
F2.32.155,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.155
F2.32.156,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.156
F2.32.157,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.157
F2.32.158,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.158
F2.32.159,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.159
F2.32.160,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.160
F2.32.161,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.161
F2.32.162,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.162
F2.32.163,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.163
F2.32.164,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.164
F2.32.165,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.165
F2.32.166,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.166
F2.32.167,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.167
F2.32.168,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.168
F2.32.169,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.169
F2.32.170,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.170
F2.32.171,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.171
F2.32.172,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.172
F2.32.173,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.173
F2.32.174,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.174
F2.32.175,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.175
F2.32.176,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.176
F2.32.177,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.177
F2.32.178,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.178
F2.32.179,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.179
F2.32.180,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.180
F2.32.181,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.181
F2.32.182,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.182
F2.32.183,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.183
F2.32.184,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.184
F2.32.185,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.185
F2.32.186,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.186
F2.32.187,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.187
F2.32.188,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.188
F2.32.189,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.189
F2.32.190,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.190
F2.32.191,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.191
F2.32.192,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.192
F2.32.193,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.193
F2.32.194,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.194
F2.32.195,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.195
F2.35.001,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.001
F2.35.002,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.002
F2.35.003,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.003
F2.35.004,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.004
F2.35.005,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.005
F2.35.006,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.006
F2.35.007,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.007
F2.35.008,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.008
F2.35.009,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.009
F2.35.010,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.010
F2.35.011,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.011
F2.35.012,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.012
F2.35.013,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.013
F2.35.014,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.014
F2.35.015,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.015
F2.35.016,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.016
F2.35.017,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.017
F2.35.018,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.018
F2.35.019,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.019
F2.35.020,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.020
F2.35.021,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.021
F2.35.022,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.022
F2.35.023,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.023
F2.35.024,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.024
F2.35.025,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.025
F2.35.026,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.026
F2.35.027,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.027
F2.35.028,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.028
F2.35.029,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.029
F2.35.030,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.030
F2.35.031,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.031
F2.35.032,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.032
F2.35.033,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.033
F2.35.034,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.034
F2.35.035,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.035
F2.35.036,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.036
F2.35.037,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.037
F2.35.038,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.038
F2.35.039,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.039
F2.35.040,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.040
F2.35.041,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.041
F2.35.042,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.042
F2.35.043,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.043
F2.35.044,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.044
F2.35.045,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.045
F2.35.046,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.046
F2.35.047,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.047
F2.35.048,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.048
F2.35.049,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.049
F2.35.050,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.050
F2.35.051,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.051
F2.35.052,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.052
F2.35.053,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.053
F2.35.054,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.054
F2.35.055,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.055
F2.35.056,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.056
F2.35.057,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.057
F2.35.058,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.058
F2.35.059,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.059
F2.35.060,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.060
F2.35.061,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.061
F2.35.062,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.062
F2.35.063,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.063
F2.35.064,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.064
F2.35.065,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.065
F2.35.066,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.066
F2.35.067,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.067
F2.35.068,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.068
F2.35.069,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.069
F2.35.070,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.070
F2.35.071,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.071
F2.35.072,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.072
F2.35.073,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.073
F2.35.074,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.074
F2.35.075,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.075
F2.35.076,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.076
F2.35.077,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.077
F2.35.078,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.078
F2.35.079,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.079
F2.35.080,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.080
F2.35.081,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.081
F2.35.082,H2.4xH1.2-2,H2.4xH1.2-2,F2,2,6184x1158,1158_2;6184_4;H2.4xH1.2-2;F2.35.082
