plantID,mother,father,type,generation,crossID,ancestors
F2.27.081,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.081
F2.27.082,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.082
F2.27.083,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.083
F2.27.084,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.084
F2.27.085,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.085
F2.27.086,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.086
F2.27.087,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.087
F2.27.088,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.088
F2.27.089,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.089
F2.27.090,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.090
F2.27.091,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.091
F2.27.092,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.092
F2.27.093,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.093
F2.27.094,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.094
F2.27.095,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.095
F2.27.096,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.096
F2.27.097,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.097
F2.27.098,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.098
F2.27.099,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.099
F2.27.100,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.100
F2.27.101,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.101
F2.27.102,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.102
F2.27.103,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.103
F2.27.104,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.104
F2.27.105,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.105
F2.27.106,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.106
F2.27.107,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.107
F2.27.108,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.108
F2.27.109,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.109
F2.27.110,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.110
F2.27.111,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.111
F2.27.112,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.112
F2.27.113,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.113
F2.27.114,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.114
F2.27.115,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.115
F2.27.116,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.116
F2.27.117,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.117
F2.27.118,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.118
F2.27.119,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.119
F2.27.120,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.120
F2.27.121,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.121
F2.27.122,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.122
F2.27.123,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.123
F2.27.124,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.124
F2.27.125,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.125
F2.27.126,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.126
F2.27.127,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.127
F2.27.128,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.128
F2.27.129,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.129
F2.27.130,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.130
F2.27.131,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.131
F2.27.132,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.132
F2.27.133,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.133
F2.27.134,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.134
F2.27.135,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.135
F2.27.136,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.136
F2.27.137,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.137
F2.27.138,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.138
F2.27.139,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.139
F2.27.140,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.140
F2.27.141,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.141
F2.27.142,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.142
F2.27.143,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.143
F2.27.144,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.144
F2.27.145,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.145
F2.27.146,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.146
F2.27.147,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.147
F2.27.148,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.148
F2.27.149,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.149
F2.27.150,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.150
F2.27.151,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.151
F2.27.152,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.152
F2.27.153,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.153
F2.27.154,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.154
F2.27.155,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.155
F2.27.156,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.156
F2.27.157,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.157
F2.27.158,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.158
F2.27.159,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.159
F2.27.160,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.160
F2.27.161,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.161
F2.27.162,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.162
F2.27.163,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.163
F2.27.164,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.164
F2.27.165,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.165
F2.27.166,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.166
F2.27.167,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.167
F2.27.168,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.168
F2.27.169,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.169
F2.27.170,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.170
F2.27.171,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.171
F2.27.172,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.172
F2.27.173,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.173
F2.27.174,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.174
F2.27.175,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.175
F2.27.176,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.176
F2.27.177,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.177
F2.27.178,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.178
F2.27.179,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.179
F2.27.180,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.180
F2.27.181,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.181
F2.27.182,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.182
F2.27.183,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.183
F2.27.184,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.184
F2.27.185,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.185
F2.27.186,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.186
F2.27.187,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.187
F2.27.188,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.188
F2.27.189,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.189
F2.27.190,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.190
F2.27.191,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.191
F2.27.192,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.192
F2.27.193,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.193
F2.27.194,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.194
F2.27.195,H2.2xL2.1-1,H2.2xL2.1-1,F2,2,6184x8249,6184_2;8249_1;H2.2xL2.1-1;F2.27.195
F2.32.001,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.001
F2.32.002,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.002
F2.32.003,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.003
F2.32.004,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.004
F2.32.005,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.005
F2.32.006,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.006
F2.32.007,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.007
F2.32.008,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.008
F2.32.009,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.009
F2.32.010,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.010
F2.32.011,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.011
F2.32.012,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.012
F2.32.013,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.013
F2.32.014,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.014
F2.32.015,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.015
F2.32.016,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.016
F2.32.017,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.017
F2.32.018,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.018
F2.32.019,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.019
F2.32.020,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.020
F2.32.021,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.021
F2.32.022,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.022
F2.32.023,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.023
F2.32.024,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.024
F2.32.025,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.025
F2.32.026,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.026
F2.32.027,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.027
F2.32.028,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.028
F2.32.029,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.029
F2.32.030,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.030
F2.32.031,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.031
F2.32.032,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.032
F2.32.033,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.033
F2.32.034,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.034
F2.32.035,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.035
F2.32.036,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.036
F2.32.037,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.037
F2.32.038,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.038
F2.32.039,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.039
F2.32.040,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.040
F2.32.041,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.041
F2.32.042,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.042
F2.32.043,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.043
F2.32.044,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.044
F2.32.045,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.045
F2.32.046,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.046
F2.32.047,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.047
F2.32.048,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.048
F2.32.049,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.049
F2.32.050,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.050
F2.32.051,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.051
F2.32.052,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.052
F2.32.053,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.053
F2.32.054,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.054
F2.32.055,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.055
F2.32.056,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.056
F2.32.057,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.057
F2.32.058,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.058
F2.32.059,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.059
F2.32.060,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.060
F2.32.061,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.061
F2.32.062,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.062
F2.32.063,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.063
F2.32.064,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.064
F2.32.065,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.065
F2.32.066,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.066
F2.32.067,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.067
F2.32.068,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.068
F2.32.069,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.069
F2.32.070,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.070
F2.32.071,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.071
F2.32.072,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.072
F2.32.073,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.073
F2.32.074,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.074
F2.32.075,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.075
F2.32.076,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.076
F2.32.077,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.077
F2.32.078,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.078
F2.32.079,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.079
F2.32.080,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.080
F2.32.081,L2.4xL1.5-6,L2.4xL1.5-6,F2,2,8249x6024,6024_5;8249_4;L2.4xL1.5-6;F2.32.081
